,tweet,sentiment,word_count,char_count,avg_word,stopwords,hastags,numerics,upper
283,idea time closes tonight?,1,12,68,4.75,3,1,0,0
284,atomic tom rocked cnn grill party. they're brooklyn. them. also: food drinks fantastic. #sxswi,1,22,131,5.0,6,2,0,1
285,got custome 4 case - artwork favorite blackbook piece,2,23,120,4.454545454545454,7,1,1,1
286,traveling 1 3/10/2011,1,12,63,4.333333333333333,5,1,1,1
287,would give stock like slim.,2,14,71,4.142857142857143,4,1,0,2
288,geeky! love it! opening temporary downtown austin 2 launch,2,24,126,4.291666666666667,7,1,1,2
289,#winning picture #android #google,2,9,56,5.333333333333333,2,4,0,1
290,ooooo #apple rumored opening temporary,2,14,80,4.785714285714286,4,2,0,2
291,walking pop-up like walking future type computer.,1,26,140,4.423076923076923,11,1,0,2
292,host developer day sxsw,1,10,58,4.9,2,1,0,1
293,need best android dev here. html5/js issue need solving quickly. handsome reward love grabs.,1,23,126,4.9523809523809526,3,1,0,3
294,friendly reminder attendees: talk text film slap &amp; steal ipad.,1,25,130,4.24,9,1,0,3
295,10:30 line pop-up austin. opens 5 pm.,1,16,77,3.875,3,1,1,2
296,view back line get league extraordinary hackers #google event,1,18,101,4.666666666666667,7,2,0,1
297,mt ûï@mention agencies push directions never would gone says creative lab strategy director #sxswû,2,19,130,5.894736842105263,3,1,0,2
298,"opened pop-up release 2, quite scene. geek power!",2,25,124,4.0,10,1,0,4
299,"send early app access ios android, glad qa team help",1,23,111,3.869565217391304,10,1,0,1
300,"white #ipad2 64gig wifi available #austin #apple popup right now, wait!",2,17,98,4.823529411764706,3,4,0,1
301,getting ready mom ipad: designing boomers.,1,12,75,4.846153846153846,1,1,0,1
302,hey app download android app market. heads,0,16,87,4.5,6,1,0,1
303,wow. i'm spending minute line to. popup,1,23,114,4.0,8,2,0,4
304,attending party interested people!!!! #wiiings,1,12,83,6.0,5,2,0,1
305,updated app song info select streams (incl. 24/7) &amp; live video streaming time,2,22,129,4.909090909090909,4,1,0,1
306,attn opening temporary downtown austin 2 launch,1,23,122,4.545454545454546,7,1,1,3
307,"hey mark, sleep #sxsw! bring home shiny ipad, would ya? :)",2,20,99,4.0,6,1,0,0
308,talking social media monitoring platforms; sm2 vs radian6 vs analytics #smmnextgen -- right line w/ convo last night,1,24,140,4.875,3,2,0,2
309,"really hoping would bring android version oh well, maybe someday...a long time now.",0,20,115,4.8,4,1,0,2
310,"looking app manages multiple accounts, allowing select follow from. lists! suggestions?",1,21,134,5.380952380952381,6,1,0,1
311,awesome. lost colleague. left car. #fail,1,9,56,5.333333333333333,1,2,0,0
312,watch,1,5,32,5.6,1,1,0,0
313,"design, also checkout project magazine, guardian eyewitness, + zinio interesting concept ref magazines",1,17,121,6.176470588235294,1,1,0,0
314,wow!! much hirer expected 40% maps use mobile,2,16,83,4.25,3,1,0,2
315,looking social signals search results. #qagb,1,14,81,4.857142857142857,6,2,0,0
316,"hoping #blackberry #sprint popup opens get xtra battery. yes, still sprint blackberry #apple",1,27,138,4.3076923076923075,10,4,0,1
317,2 star gadget sxsw:,2,10,47,3.8,3,1,1,1
318,"kinda giddy #theindustryparty #google (&amp; more) #gsdm. finally, fun comes us non #swsurrogates. #notpouting",2,20,137,5.9,5,6,0,1
319,tons good music free sampler via,1,16,88,4.5625,6,1,0,2
320,"biyt.ly email, like voice email #loveit #startupbus",3,13,84,5.538461538461538,3,3,0,0
321,"getting ready session designing interfaces lynn teo. ballroom a, austin convention center.",1,18,113,5.333333333333333,4,1,0,1
322,another super smart move temporary sxsw #apple,2,14,78,5.0,2,2,0,1
323,"trying fill void local information hotpot. biz, claim provide photos info.",1,24,128,4.375,10,1,0,0
324,#browserwars panel without like without parties.,2,13,79,5.153846153846154,2,2,0,2
325,"another great panel 5 pm hilton - austin's left brain search = google, right brain search = x",2,26,134,4.1923076923076925,4,1,1,2
326,"plans keep austin wired, opening pop-up",1,17,96,4.705882352941177,4,1,0,2
327,#apple temporary retail - sweet! #ipad2,2,11,60,4.545454545454546,3,3,0,1
328,hope filtering intuitive (via launch major social network called circles...,1,19,123,5.526315789473684,4,1,0,0
329,"suspense! launch major social network called circles, possibly today",2,17,112,5.647058823529412,1,1,0,1
330,going #sxsw? here's map free wi-fi hotspots: (warning: 2009),1,16,92,4.8125,5,1,0,1
331,someone going ask bing copying google's search results? #qagb #seo,1,16,90,4.6875,4,3,0,2
332,#ubersocial #iphone app store. includes uberguide sponsored #mashablû_ (cont),1,20,125,5.578947368421052,5,4,0,2
333,cameron sinclair spearheads #japan disaster relief via #twitter &amp; #iphone #socialmedia #philanthropy,1,15,122,7.2,0,6,0,1
334,walking pop-up like walking future type computer.,2,22,116,4.318181818181818,11,1,0,0
335,yayrt #ubersocial #iphone app includes uberguide sponsored #mashable,1,21,133,5.380952380952381,6,4,0,2
336,smartypants getting couple minutes thanks #widfy,1,14,88,5.357142857142857,3,2,0,3
337,"way, love y'all discuss apple-breeds midst pre-#sxsw madness!",2,22,112,4.136363636363637,12,0,0,1
338,set open popup shop core sxsw action - they're going sell ipad2 #sxsw! // danger,1,25,121,4.041666666666667,5,1,0,3
339,ûï@mention love it. #sxsw: &quot;apple comes cool technology one's ever heard go conferences&quot;û,2,23,150,5.565217391304348,9,1,0,0
340,funny watching room full people hold air take photo. like room full tablets staring down.,3,28,137,3.9285714285714284,10,1,0,1
341,watching man u game radisson waiting next talk vs android,1,20,103,4.2,8,1,0,1
342,#austinites check #iphone,1,11,64,4.909090909090909,4,3,0,1
343,need workspace? book #iphone #app #virtualoffice,2,14,86,5.615384615384615,4,4,0,1
344,"hmmm, something seems amiss #apple #gsdm #welivehere store, sxsw",1,17,106,5.625,2,4,0,2
345,ellen page appearance reduced call. hearts. broken. #super,1,12,83,6.0,1,2,0,0
346,"opening pop-up austin sxsw - phew, beginning panic, thanks steve",2,19,105,4.578947368421052,2,1,0,3
347,line insane..,1,8,41,4.25,3,1,0,0
348,hey we're grill too!! come by? create customizable cases tweet!,2,24,131,4.5,8,1,0,0
349,"said photos? store, @lepanele",1,13,96,5.928571428571429,0,1,0,3
350,gearing interactive trade show! across google:,1,17,90,4.625,6,1,0,1
351,app ridiculous. personal planner next 5 days.,2,17,88,4.235294117647059,6,1,1,1
352,dear sxsw: matt cutts may want provide larger room salon j hilton. sayin' #sxswi,1,26,134,4.1923076923076925,9,2,0,3
353,"standing back rm, plugged in, laptop connect ready everything's great why's one happy #gsdm",1,24,133,4.583333333333333,8,2,0,1
354,panelist texas observer called lean back device #in #newsapp #i'mconfused,3,16,99,5.25,4,4,0,1
355,"hand, judging pop-up constant line, ipad2 clearly breaking",2,22,124,4.681818181818182,10,1,0,1
356,looks like could get ipad2 #apple,2,12,69,4.833333333333333,3,2,0,0
357,nice! killer shot got last night #nokiaconnects concert,1,18,105,4.888888888888889,4,2,0,4
358,100 line pop-up store; everyone waiting ipads. first guy arrived 6:30am (36 degrees then). badges everywhere,2,23,138,5.043478260869565,4,1,1,0
359,pop-up sell ipad2 #sxsw. line insane!,1,14,70,4.384615384615385,3,1,0,0
360,"never thought i'd sitting floor austin convention center, that's best place plug charger.",1,25,136,4.48,10,1,0,0
361,spasmatics rockin' aclu / party.,2,12,63,4.333333333333333,4,1,0,1
362,&quot;40% maps usage mobile&quot; - marissa mayer,1,15,87,4.866666666666666,4,1,0,1
363,"buying ipad2? turn ur ipad1, wipes clean, donates schools. mrs. jobs idea. #apple #ipad2",2,22,127,4.818181818181818,3,3,0,2
364,"life me, can't get sync sessions, partial. fine, deciding wants.",0,28,142,4.107142857142857,12,1,0,1
365,itunes #free sampler featuring selection 23 year's performers.,1,17,95,4.9375,6,2,1,1
366,heading #sxsw? austin guide #iphone free limited time,1,20,111,4.842105263157895,5,2,0,2
367,morning everyone! 2 giveaway closes v shortly! need sign enter - go it!,1,27,134,4.0,7,1,1,1
368,cc: #ubersocial #iphone app includes uberguide,1,19,109,5.055555555555555,5,3,0,2
369,meet guy bought first #ipad 2 #apple pop-upåêstore via,1,17,95,4.647058823529412,0,3,1,1
370,"launch major social network called circles, possibly today (via",1,17,111,5.588235294117647,1,1,0,1
371,i'm eyeing grilled cheese stand session. mom ipad: designing boomers. #4hb #cheatday,1,22,126,5.0,7,3,0,1
372,cameron sinclair spearheads japan disaster relief via twitter &amp; #sxsw4jp #archforhumanity,1,18,131,6.705882352941177,0,3,0,2
373,tv demo league extraordinary hackers. cool stuff! like web apps tv. #google #lxh,2,22,121,4.545454545454546,4,3,0,4
374,dj decks killing!!,1,13,79,5.153846153846154,3,1,0,3
375,saw u r going #sxsw? download #groundlink app &amp; ride limo $10 austin see us booth 437,1,23,118,4.173913043478261,4,2,1,1
376,going listen former coworker speak &quot;trip&quot; mars nasa time!,1,19,116,5.157894736842105,7,1,0,1
377,whoa! there's dude front using wave! #xplat,2,13,67,4.230769230769231,4,2,0,0
378,q: social sites like delicious often better results bing? #qagb,0,17,96,4.705882352941177,4,2,0,1
379,great mental image. people session taking photos w/ 2s air... #doingitwrong,2,23,130,4.695652173913044,7,2,0,1
380,"epicurious, flipboard, cnn, wired, moma examples good design",2,15,89,5.357142857142857,3,1,0,3
381,who's gonna leave tomorrow 5pm go purchase #ipad2? map store:,1,15,83,4.6,3,2,0,1
382,"best brand marketing #sxsw: ge solar powered carousel, rock 'n roll trailer park, apple's ipad2 pop-up shop",2,22,140,5.409090909090909,1,1,0,3
383,attending panel &quot;better living cloud computing &quot; presented google's jon wiley.,1,14,105,6.571428571428571,2,1,0,0
384,blackberry apps ?? pls let know...cheers...will too...:-),3,15,98,5.6,3,1,0,1
385,"&quot;...by law averages, better buzz&quot; &quot;google circles ______ &quot;",2,18,117,5.882352941176471,5,1,0,1
386,following buzz? (hee hee) - drip feeding information facebook rival: #circles,1,15,100,5.733333333333333,2,2,0,0
387,dancing 80s party.... ain't truth! need girl joint,1,23,129,4.6521739130434785,9,1,0,2
388,6th congress. dude creatively saving 2! www.socialmediabum.tumblr.com,2,16,105,6.0,5,1,0,0
389,"want use video talk today, need able download ipad. know how?",1,27,119,3.4444444444444446,12,1,0,2
390,shame confirmed! 2 week popup austin t.co/v7jwekn /v gave us credit!,1,23,133,4.826086956521739,5,1,1,2
391,two austin stores week downtown presence. changes popup ~@mention,2,21,125,5.0,7,1,0,0
392,"less 24 hours, store: (and line in: #ipad2",1,22,109,4.0,9,2,1,0
393,"free #itunes store, 22 tracks featured artists.. grab gone.. thanks #apple !",2,20,115,4.8,6,3,1,1
394,"hootsuite mobile ~ updates iphone, blackberry &amp; android: whether youûªre getting friendly s...",1,19,128,5.7894736842105265,4,1,0,2
395,google's route around traffic function saves users 2 years every day. - marissa mayer,2,18,106,4.944444444444445,1,1,1,3
396,making sure packed everything need #sxsw. iphone. ipad. chargers. business cards. pants. missing anything?,1,17,114,5.764705882352941,1,1,0,2
397,"tried 2 days ipad, w/o macbook pro. experiment over. heart real keyboard.",0,21,98,4.333333333333333,4,1,1,1
398,"#socialmuse #android available, genius lookalike, music listening #appcircus",2,12,93,6.833333333333333,3,4,0,0
399,watch ears! i'll austin convention center today w/ fam... showing game.,2,23,130,4.695652173913044,6,1,0,2
400,i'm headed hear talk integrated social network dynamics team synergy. i've got ready go.,2,25,126,4.25,8,1,0,1
401,reveal social network called circles? #google #facebook #twitter via,1,18,120,5.722222222222222,1,4,0,2
402,"know time is! iphone, blackberry, camera, hotel clock, tv say different times. austin, texas -- time it?",1,25,138,4.56,6,1,0,3
403,close front #ipad2 line popup store.,1,11,57,4.2727272727272725,3,2,0,1
404,sudden realization session news publishers questions design &amp; share ideas via app #sxswi,1,23,141,5.173913043478261,7,2,0,0
405,enjoying rooftop terrace speakeasy. reassured 'extraordinary hacking' meant soft couches bar,1,19,128,5.7894736842105265,6,1,0,0
406,really tempted get 2,2,8,38,3.875,2,1,1,0
407,"#dgtltribe #openbeta6 give-away, fantastic! going squeeze in...",2,15,97,5.533333333333333,6,3,0,0
408,"#bjdproductions #apple heads #sxsw, sets temporary austin #tech",1,13,85,5.615384615384615,3,4,0,1
409,put first sticker mac signing beta,1,21,99,4.157894736842105,8,1,0,0
410,300 people line downtown austin! #ipad2,1,13,71,4.538461538461538,3,2,1,0
411,time next week party #sxsw!,2,9,51,4.777777777777778,2,1,0,1
412,"hotpot= yelp killer? impressive integration, personalized recommendations, really fast",2,17,130,7.125,1,1,0,2
413,12 billion miles year driven navigation mobile,1,12,70,4.916666666666667,3,1,1,1
414,"40% maps usage mobile, 150 million mobile users. (via",2,16,89,4.625,4,1,1,0
415,"circles, indeed. going #sxsw. likely release i/o may.",1,22,127,4.818181818181818,7,1,0,2
416,"walkin street navigating via google, i'm tweeting random guy yelping!! welcome #sxsw!! #usguys",1,22,137,5.2727272727272725,6,2,0,2
417,hear &quot;designing interfaces - navigation schemas&quot; #sxsw. #uxdes,1,13,100,6.214285714285714,2,2,0,1
418,"hey, - life gives food poisoning, pitch food poisoning app passing venture capitalist",1,24,132,4.541666666666667,8,1,0,0
419,guy gets tattooed company #logo win ...,2,13,68,4.3076923076923075,3,2,0,1
420,barry diller: newsbeast merger might work: barry diller... #news #barry_diller #iac #newsweek #cyber #iphone,1,17,125,6.411764705882353,0,7,0,0
421,"i'd love said, &quot;why want know?&quot;",1,13,70,4.461538461538462,5,1,0,0
422,pop stores r popping everywhere. confirmed! 2 week popup austin 4 noû_ (cont),1,22,124,4.681818181818182,3,1,2,3
423,egyptian content flood. &quot;google put two servers web came back up.&quot; #sxswsa,1,18,111,5.222222222222222,5,2,0,0
424,dang it. i've touched 2. want! *sigh*,2,12,54,3.909090909090909,1,1,0,3
425,unloading ipads #apple #ipad2,1,8,47,5.714285714285714,1,3,0,0
426,sets 5000 sqft sell #ipad2,1,12,60,4.083333333333333,3,2,1,1
427,gps messed up. thinks i'm yonkers. almost good #sxsw.,0,15,79,4.333333333333333,4,1,0,2
428,"hotpot- rate restaurants get personalized recos eat. um, think foursquare, yelp, etc covered already.",2,22,140,5.409090909090909,6,1,0,1
429,pre-order 'humorous bees' lp catch month &amp;,1,18,115,5.444444444444445,4,1,0,1
430,gamesalad topic dutch podcast! #gssxsw #sxsw2011 #sxswnl,1,13,81,5.3076923076923075,4,4,0,1
431,"lunch #cnngrill. view html5 dev trenches: android painful, ios sleek (for doing)",0,23,135,4.913043478260869,8,2,0,1
432,&quot;pop-up&quot; nuts. still packed 11:30.,1,15,96,5.466666666666667,2,1,0,2
433,begins... story cool sxsw app also launching 2 temp store. stay tuned... love you!,2,28,135,3.857142857142857,9,1,1,2
434,rumor: opening temporary downtown austin + #ipad2 launch,2,24,131,4.5,7,2,0,3
435,"launch major social network called circles, possibly today #sxswû",1,13,88,5.846153846153846,1,1,0,0
436,"qrafter better paid free qr code apps, scan #vcards, also download them! #qrcode #iphone",2,26,140,4.423076923076923,11,4,0,2
437,domo ios android got released! #domo #tonchidot #boom,1,15,93,5.266666666666667,3,4,0,1
438,"ok, come building custom maps maps night organize party itineraries. #productive.",1,23,135,4.913043478260869,8,2,0,2
439,design baby boomers: don't. john mcree #ipad design #yourmom,3,14,80,4.785714285714286,3,3,0,1
440,"san, listen others saying happens #ihearnetwork android #sxsw. yoroshiku onegai itashimasu!",1,21,133,5.380952380952381,9,2,0,0
441,"*g* love pop-up #sxsw. ... now, one question. at&amp;t bring trucks signal again? please say yes.",2,25,138,4.75,3,1,0,1
442,crowd swarms #ipad2 launch via #sxsw2011 #apple,2,11,73,5.7272727272727275,1,4,0,2
443,rumor: set temporary ipad2 release near sxsw convention center downtown austin #ipad2,1,20,123,5.2,4,2,0,0
444,"#technology #apple saves #sxsw, set open pop-up store: despite two austin, texas, locations,... #tech",2,18,124,5.944444444444445,3,4,0,1
445,"true! best hungry tip: mekong river, great vietnamese 6th st. till 11pm via",1,20,115,4.8,1,1,0,1
